"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",37.4584947918037,10.244845923865,3.65632583156232,0.000267531794004517,17.3576058235099,57.5593837600974
"so2_1yr_com",0.606659376231303,0.226887165562638,2.67383734433326,0.00760615752936418,0.161495656132632,1.05182309632997
"SEX_ASK_COMFemale",-0.458859429079415,0.312424030752184,-1.46870721811852,0.142188333645195,-1.07185066387655,0.154131805717723
"AGE_NMBR_COM",0.323757861223542,0.174948439414451,1.85059016420583,0.0644873293490586,-0.0194995368847391,0.667015259331823
"I(AGE_NMBR_COM^2)",-0.00388815779845819,0.00135038064707495,-2.879305036606,0.00406007840489564,-0.00653767070021454,-0.00123864489670185
"WGHTS_PROV_COMBritish Columbia",-0.675569794375805,0.783210871923149,-0.862564372627981,0.388558599178289,-2.21226784647773,0.861128257726121
"WGHTS_PROV_COMManitoba",0.329562131816265,0.846504661939433,0.389321106703894,0.697111400583678,-1.3313214331723,1.99044569680484
"WGHTS_PROV_COMNewfoundland and Labrador",-0.478060212588234,0.863189712585957,-0.553829830937227,0.579804015928641,-2.17168066332097,1.2155602381445
"WGHTS_PROV_COMNova Scotia",-0.372540950140595,0.884833563477805,-0.421029406565837,0.673813040744771,-2.10862769532583,1.36354579504464
"WGHTS_PROV_COMOntario",-1.21050908484425,0.794096317158528,-1.52438571831658,0.12768998134768,-2.76856491310727,0.347546743418768
"WGHTS_PROV_COMQuebec",-1.66087809819962,0.862307875641392,-1.92608480696554,0.0543424302882148,-3.35276834170009,0.0310121453008594
"Race7South Asian",1.05873348856783,1.33702306365851,0.791858807334863,0.428607886088345,-1.56457118095798,3.68203815809364
"Race7Black",0.816561301460125,1.45290087973161,0.562021341477174,0.574212056744341,-2.03410131293705,3.6672239158573
"Race7Asian",0.75937875273687,0.986612833922129,0.769682621822458,0.441647770844315,-1.17640390097438,2.69516140644812
"Race7Arab",1.2138929473898,1.82312186972696,0.665832036544875,0.505653283693418,-2.36316136376223,4.79094725854184
"Race7Latin American",-0.687617284147333,2.15096893598837,-0.319677924047459,0.749271121550792,-4.90792358039268,3.53268901209802
"Race7Other",0.158413998202129,1.59881463817146,0.0990821540033587,0.92109047610961,-2.97853854960572,3.29536654600998
"CD4nv",-81.4028710697756,9.76849078052301,-8.33320856811181,2.24097408411401e-16,-100.569127939456,-62.2366142000953
"CD8nv",-121.443440434535,11.2781237228104,-10.768053571616,8.11741107322476e-26,-143.571671001166,-99.3152098679046
"Mono",-22.3334892816031,9.85336470267012,-2.26658506566301,0.023602497787504,-41.6662729392958,-3.00070562391053
"Treg",-44.8329120560494,17.1553351824621,-2.61335098260756,0.00908407503840473,-78.4925190700744,-11.1733050420243
"CD4mem",-31.4822915743087,9.02574991671986,-3.48805272301961,0.000505115642727101,-49.1912545279582,-13.7733286206593
"CD8mem",-58.5161192541911,9.03231103091468,-6.47853235499855,1.37526254613748e-10,-76.2379554349167,-40.7942830734654
"NK",-38.3445295028538,9.96487045739933,-3.84797069533216,0.000125711852033549,-57.8960929071424,-18.7929660985652
"Bmem",-26.3744092971704,10.4860376119997,-2.51519308561212,0.0120335101043052,-46.948528158749,-5.80029043559171
"Bnv",-50.7830962243838,11.1533277921285,-4.5531788512684,5.85195553221474e-06,-72.66647106893,-28.8997213798375
