"outcome","age_group","estimate","conf.low","conf.high","p.value"
"GrimAge_EAA","45-64",3.93917537789591,2.89497212953627,4.98337862625556,3.34347332841875e-12
"GrimAge_EAA","65-85",2.64263861916026,0.718487046180736,4.56679019213978,0.00888157885319262
"PhenoAge_EAA","45-64",1.83006108602099,0.27724416761303,3.38287800442894,0.0218627617512722
"PhenoAge_EAA","65-85",1.37741861431405,-1.44168649440809,4.19652372303618,0.341530844814228
"DunedinPACE","45-64",0.0835264714585674,0.0547425863260707,0.112310356591064,4.28424056383464e-08
"DunedinPACE","65-85",0.0695116811945343,0.01235076467432,0.126672597714749,0.0198656100253457
"DNAmIC","45-64",-0.00437361988194469,-0.00797415660885442,-0.000773083155034959,0.0181670750719149
"DNAmIC","65-85",-0.00417560387279139,-0.0126340439990499,0.00428283625346711,0.336587376785031
