"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",119.743135591554,34.9221977914774,3.42885451558769,0.000690100932871519,51.0223932310198,188.463877952088
"income_trend",-0.445041647796724,0.537077490587052,-0.82863582182577,0.407962756477988,-1.50191567613415,0.611832380540697
"SEX_ASK_COMFemale",-0.336719880647241,1.82438245121693,-0.184566498336266,0.853692533535191,-3.92678363166793,3.25334387037345
"AGE_NMBR_COM",-3.01735947002319,1.12223729269617,-2.68870005449027,0.00757007268188396,-5.22572505798676,-0.808993882059611
"I(AGE_NMBR_COM^2)",0.0227864430945897,0.00890056057030448,2.56011325518233,0.0109486863428053,0.00527170552084246,0.0403011806683369
"WGHTS_PROV_COMBritish Columbia",9.01469414645779,2.99715467613167,3.00775072379406,0.00285251551538809,3.11682095007553,14.9125673428401
"WGHTS_PROV_COMManitoba",9.34175763175514,4.08920164935295,2.28449424430642,0.0230337465224325,1.29492808559082,17.3885871779195
"WGHTS_PROV_COMNewfoundland and Labrador",23.6719610317664,3.98830426015122,5.93534482017398,8.01269340951296e-09,15.8236797994735,31.5202422640593
"WGHTS_PROV_COMNova Scotia",28.6367688419488,3.68016983193448,7.78137155341439,1.13858638353343e-13,21.3948419628478,35.8786957210497
"WGHTS_PROV_COMOntario",-4.04235662936805,2.90457908732884,-1.39171856156465,0.165028432223901,-9.7580573512405,1.67334409250441
"WGHTS_PROV_COMQuebec",11.8057190826478,3.38547693928245,3.48716570645138,0.000560419925099841,5.14369597914378,18.4677421861518
"Race7South Asian",-9.07048923058892,7.88701290239938,-1.15005380907003,0.251028582556981,-24.590743279212,6.44976481803421
"Race7Black",-4.01866741472409,11.2939679627963,-0.355824226521808,0.722219807154518,-26.2432097311547,18.2058749017066
"Race7Asian",-3.09560012995715,7.95517024583017,-0.389130594858075,0.69745286957802,-18.7499758414222,12.5587755815079
"Race7Latin American",-7.33787416190565,11.1869758839825,-0.655930095675993,0.512366861944214,-29.3518748873778,14.6761265635665
"Race7Other",-4.23490033619345,11.2289425277417,-0.377141509606172,0.706332448219256,-26.3314840345568,17.8616833621699
