"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",34.7354765969141,9.12021989187858,3.80862270961751,0.000145677369245304,16.8449891559438,52.6259640378844
"GRUMPYY_06_COM",0.00498428573249367,0.00629122312068137,0.792260207098464,0.428340744664212,-0.00735675972071069,0.017325331185698
"SEX_ASK_COMFemale",-0.513392608479335,0.28119081730099,-1.82578013537971,0.0680924272013145,-1.06498465835077,0.0381994413921
"AGE_NMBR_COM",0.421834584189628,0.153697817176864,2.7445710806954,0.00613501372661111,0.120336495272296,0.723332673106961
"I(AGE_NMBR_COM^2)",-0.00459717099303544,0.00118663969722692,-3.87410854683074,0.000111867457768815,-0.00692491778553324,-0.00226942420053765
"WGHTS_PROV_COMBritish Columbia",-0.332447054177537,0.48219565779999,-0.689444313319456,0.490655874979749,-1.27833601982003,0.613441911464957
"WGHTS_PROV_COMManitoba",0.183042469663285,0.559594749997851,0.3270982611327,0.743641574451076,-0.914674796538212,1.28075973586478
"WGHTS_PROV_COMNewfoundland and Labrador",-0.220305677949904,0.606073796232878,-0.363496457558864,0.716287938105831,-1.4091975871747,0.968586231274893
"WGHTS_PROV_COMNova Scotia",0.030161636755264,0.558779851255704,0.0539776741904419,0.956960512513064,-1.065957100476,1.12628037398653
"WGHTS_PROV_COMOntario",-0.48993239504758,0.48383474843272,-1.01260274636043,0.311421726895395,-1.43903664833962,0.459171858244458
"WGHTS_PROV_COMQuebec",-0.761873769167071,0.491710452806512,-1.54943578038368,0.121498889659345,-1.72642723222143,0.202679693887287
"Race7South Asian",1.33662005352604,1.20405611625239,1.1100978064762,0.267144037958652,-1.02529129087247,3.69853139792454
"Race7Black",0.836435534921531,1.32789624963965,0.629895246069498,0.528864035341667,-1.76840420126122,3.44127527110428
"Race7Asian",0.650951885652796,0.944072288530002,0.689514874614509,0.490611499059022,-1.20096765373839,2.50287142504398
"Race7Arab",1.48765946351821,1.60955758967924,0.924266067307769,0.355504176160272,-1.66969531356531,4.64501424060172
"Race7Latin American",0.812478244582044,1.96172852442455,0.414164464892193,0.678815950975395,-3.03570523617627,4.66066172534036
"Race7Other",0.209193138077907,1.51108764201636,0.138438785588084,0.88991319185864,-2.75500013820182,3.17338641435764
"CD4nv",-81.6513728463919,8.67827027132175,-9.4087151348832,1.9363313275309e-20,-98.6749191138106,-64.6278265789731
"CD8nv",-120.751494196944,10.1164195436031,-11.9361888538222,2.2638606597546e-31,-140.596155722439,-100.906832671449
"Mono",-21.2298599696806,8.77143180841156,-2.42034144862436,0.0156302158956441,-38.4361546060033,-4.02356533335785
"Treg",-46.1185156010586,15.0782529069459,-3.05861135807145,0.00226507292688455,-75.6964531356245,-16.5405780664928
"CD4mem",-31.9390045364934,8.05120754905303,-3.96698313164837,7.64033283776909e-05,-47.7324864095833,-16.1455226634034
"CD8mem",-58.4606324827649,8.04722627386875,-7.26469350968798,6.13111588759651e-13,-74.2463045711646,-42.6749603943653
"NK",-43.5556906666551,8.95531961293765,-4.86366679797008,1.28004200474322e-06,-61.1227049453136,-25.9886763879966
"Bmem",-28.4004001431545,9.44766257584774,-3.00607689099291,0.00269266968103671,-46.9332086350026,-9.86759165130639
"Bnv",-54.8019858953685,9.74850602992003,-5.62157788354141,2.27301838134443e-08,-73.9249376184748,-35.6790341722623
