"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.455414242904953,0.206453859676442,2.20588873280784,0.0275908877121187,0.0503416687274551,0.86048681708245
"so2_1yr_com",0.00698253456344597,0.00457222406169508,1.52716368866169,0.12699794517529,-0.00198839275798913,0.0159534618848811
"SEX_ASK_COMFemale",-0.0225904595224124,0.00629596066976533,-3.5880877768022,0.000347260414348554,-0.0349434424088502,-0.0102374766359745
"AGE_NMBR_COM",0.00189189476935423,0.0035255562484689,0.536623056340642,0.591632808938898,-0.00502541909057076,0.00880920862927921
"I(AGE_NMBR_COM^2)",7.85403000666837e-06,2.72128345016454e-05,0.288614918309722,0.772928593084094,-4.55388827706633e-05,6.1246942784e-05
"WGHTS_PROV_COMBritish Columbia",-0.0186407790411129,0.0157832444383002,-1.18104861861472,0.237829963264655,-0.0496082768806531,0.0123267187984273
"WGHTS_PROV_COMManitoba",0.0242622369897348,0.0170587391933724,1.42227609641638,0.155219900628641,-0.00920784396739258,0.0577323179468621
"WGHTS_PROV_COMNewfoundland and Labrador",0.0148248971329336,0.0173949758855072,0.852251663383167,0.394253588575445,-0.0193048966657432,0.0489546909316104
"WGHTS_PROV_COMNova Scotia",0.0305688899755589,0.0178311421868934,1.71435400240531,0.0867357739805572,-0.00441668344743142,0.0655544633985492
"WGHTS_PROV_COMOntario",0.000325318476013237,0.016002607638083,0.0203290915687418,0.983784409406722,-0.0310725806946286,0.0317232176466551
"WGHTS_PROV_COMQuebec",-0.00102330949808781,0.0173772051311041,-0.0588880369637891,0.953051616295558,-0.0351182362071281,0.0330716172109525
"Race7South Asian",0.0332105810401761,0.0269436528396888,1.23259385940632,0.217981685423068,-0.0196541841457227,0.0860753462260749
"Race7Black",0.0863935824505647,0.0292788194744001,2.95071946210478,0.00323521087265095,0.028947106070996,0.143840058830133
"Race7Asian",0.0591632289794915,0.0198821953090624,2.97568895485725,0.00298499964838214,0.0201533889757075,0.0981730689832754
"Race7Arab",0.0355805566959058,0.0367395029132525,0.96845503816197,0.333022758098968,-0.0365041456312703,0.107665259023082
"Race7Latin American",0.0947887152812508,0.0433462681800287,2.18677914526731,0.0289615250372588,0.00974121624107677,0.179836214321425
"Race7Other",0.0592844552647624,0.0322192696123207,1.84003101181698,0.066023749488656,-0.00393132815742966,0.122500238686954
"CD4nv",0.0426546584599514,0.196854363632232,0.216681295110328,0.828495528518152,-0.343583234789183,0.428892551709086
"CD8nv",-0.379819049215419,0.227276446106299,-1.67117647130831,0.0949615273428173,-0.825746556787695,0.0661084583568563
"Mono",0.745166169006922,0.198564740629931,3.75276177755901,0.000183714262144444,0.355572432402,1.13475990561184
"Treg",-0.183072883991447,0.345713853461854,-0.529550326543818,0.596526938597927,-0.861380379768409,0.495234611785516
"CD4mem",0.229115736866487,0.181886669709733,1.25966205897401,0.208049348346217,-0.12775480855883,0.585986282291804
"CD8mem",0.226790801143981,0.182018889106624,1.24597398795863,0.213030163329183,-0.130339165207344,0.583920767495305
"NK",-0.0415848641713852,0.200811801601961,-0.207083766191255,0.835981454942277,-0.435587444348913,0.352417716006142
"Bmem",0.219349711292067,0.211314348092504,1.03802563939504,0.299478427291329,-0.195259378974497,0.633958801558631
"Bnv",1.016053525181,0.224761561865711,4.52058402133753,6.81084616757795e-06,0.57506034353845,1.45704670682355
