"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",26.8929604997147,6.76183964512334,3.97716626112391,7.32397160424592e-05,13.6287400441686,40.1571809552607
"GRUMPYY_02_COM",-0.00504911054659864,0.00674210226338211,-0.748892607877147,0.454045443455218,-0.0182746135825709,0.00817639248937365
"SEX_ASK_COMFemale",-2.23198912083379,0.208169868679265,-10.7219605555533,7.52699701093062e-26,-2.64034116336637,-1.82363707830122
"AGE_NMBR_COM",0.216357920893391,0.114173163777968,1.89499803398757,0.058294766179555,-0.00760746337157631,0.440323305158357
"I(AGE_NMBR_COM^2)",-0.00192591248252314,0.000881113065735159,-2.18577224356133,0.0289944452376078,-0.00365432938732243,-0.000197495577723848
"WGHTS_PROV_COMBritish Columbia",0.173558735940111,0.359668778266147,0.482551576416459,0.629488232610786,-0.531977954705867,0.879095426586089
"WGHTS_PROV_COMManitoba",0.675269691280517,0.415905627063524,1.62361277977463,0.104679490669392,-0.140582830459088,1.49112221302012
"WGHTS_PROV_COMNewfoundland and Labrador",0.848412500820593,0.466222249001971,1.81975978760509,0.0690051759564283,-0.0661425635697039,1.76296756521089
"WGHTS_PROV_COMNova Scotia",0.501610395891897,0.446136695004981,1.1243423854348,0.261057027933724,-0.373544264145424,1.37676505592922
"WGHTS_PROV_COMOntario",0.130272621448033,0.357197490606097,0.364707549392311,0.715383799821959,-0.570416319761058,0.830961562657124
"WGHTS_PROV_COMQuebec",0.820977366463609,0.365525130193025,2.24602167853704,0.0248551979492649,0.103952686291084,1.53800204663613
"Race7South Asian",0.73447570057898,0.890968561317984,0.824356472794608,0.409874900242353,-1.01327402974857,2.48222543090653
"Race7Black",0.100194510909956,0.984709208966055,0.101750354315423,0.918969137399741,-1.83143958836243,2.03182861018235
"Race7Asian",0.419933581220071,0.699375074496294,0.600441160306602,0.548307674600899,-0.951980817241473,1.79184797968162
"Race7Arab",-0.826529834794678,1.19252585297234,-0.693091753721376,0.488364835905386,-3.16582308085253,1.51276341126317
"Race7Latin American",2.61550108794719,1.45363617777304,1.79928177898965,0.0721854641288049,-0.235993732407609,5.46699590830199
"Race7Other",1.50293323663144,1.11945696423767,1.3425556181652,0.17962958541642,-0.693025961373763,3.69889243463664
"CD4nv",-48.0279165196497,6.42145633836924,-7.4792872502574,1.3000766249152e-13,-60.6244312239317,-35.4314018153676
"CD8nv",-42.1227722090863,7.48965631572826,-5.62412618595443,2.24043996664326e-08,-56.8146989216253,-27.4308454965473
"Mono",-23.8745910851693,6.49170392540959,-3.67770794224306,0.000244083554910753,-36.6089054904018,-11.1402766799367
"Treg",-21.7969398119005,11.1575813115033,-1.95355419811534,0.0509492622558369,-43.6839744110124,0.0900947872113171
"CD4mem",-31.1696495506791,5.96010005128041,-5.22971917962735,1.95054976035818e-07,-42.8611544023669,-19.4781446989912
"CD8mem",-34.2342603894662,5.95643235185249,-5.74744383335758,1.10629997006271e-08,-45.9185705757479,-22.5499502031844
"NK",-46.5499486035497,6.62710190646532,-7.02417878290602,3.32355880716449e-12,-59.5498636092423,-33.5500335978572
"Bmem",-30.461703549573,6.99347398716572,-4.35573273103978,1.42101842894229e-05,-44.1803046380791,-16.7431024610669
"Bnv",-44.07084573774,7.21615240726576,-6.10724985428054,1.30476472793085e-09,-58.2262592633807,-29.9154322120993
