"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",-5.44679218644538,26.4601257736104,-0.205849066366784,0.837108230143367,-57.6082941563004,46.7147097834096
"income_trend",0.984793844473978,0.133189189841791,7.39394725385571,3.34347332841875e-12,0.722234692346863,1.24735299660109
"SEX_ASK_COMFemale",-1.87293500173242,0.469023091022659,-3.99326821553427,9.01075218177498e-05,-2.79753184966901,-0.948338153795832
"AGE_NMBR_COM",1.3145514716668,0.888915800079013,1.47882563404762,0.140685328907843,-0.437790284134692,3.06689322746829
"I(AGE_NMBR_COM^2)",-0.0113389418067245,0.00812245775910777,-1.39599886426126,0.164188886897969,-0.0273509441693253,0.00467306055587632
"WGHTS_PROV_COMBritish Columbia",1.38562069560417,0.670468249295187,2.06664625366044,0.0399940716806765,0.0639100126861181,2.70733137852222
"WGHTS_PROV_COMManitoba",0.0198431502959424,0.930445655368047,0.0213265011034881,0.983005453534995,-1.81436743889663,1.85405373948851
"WGHTS_PROV_COMNewfoundland and Labrador",1.10922556299914,0.860226766423327,1.28945715978021,0.198657579886358,-0.586560789462702,2.80501191546098
"WGHTS_PROV_COMNova Scotia",0.542402472617643,0.837172020544831,0.647898471648214,0.517758340160916,-1.107935487692,2.19274043292728
"WGHTS_PROV_COMOntario",0.110644807382122,0.665942471211405,0.1661476961829,0.868200572994205,-1.20214409699065,1.4234337117549
"WGHTS_PROV_COMQuebec",1.51393281605553,0.780298477338465,1.94019706564011,0.0536947477069752,-0.0242889184518005,3.05215455056287
"Race7South Asian",1.20793539524442,1.88206023968894,0.641815479532187,0.521692943968117,-2.50221661763188,4.91808740812072
"Race7Black",-3.13412476968183,3.2095997057766,-0.976484626428981,0.329947881695715,-9.46128824606573,3.19303870670207
"Race7Asian",-0.357254473301672,1.85520475939392,-0.192568756355705,0.847482813227932,-4.01446561203793,3.29995666543458
"Race7Latin American",0.769789919601524,3.15917261576911,0.243668204693562,0.807725672791324,-5.45796538399951,6.99754522320256
"CD4nv",-47.8780710048164,13.7741037555392,-3.47594818904732,0.000618445899937021,-75.0313032428168,-20.7248387668159
"CD8nv",-51.2010124878144,15.2684715213285,-3.35338166733271,0.000946969052472494,-81.3001289527389,-21.1018960228899
"Mono",-29.9409164688114,13.9454133820521,-2.14700817025229,0.0329388241775812,-57.431855620878,-2.44997731674485
"Treg",-41.9867160857405,27.0916507008552,-1.54980279900091,0.12269456437768,-95.3931588022244,11.4197266307434
"CD4mem",-39.6573355947708,13.0271917546259,-3.04419681092731,0.00263127139068851,-65.338161687,-13.9765095025416
"CD8mem",-33.1039053067671,12.7081370058379,-2.60493770971778,0.0098460812822256,-58.1557708623083,-8.05203975122587
"NK",-37.3537671131786,14.1784115231698,-2.63455232993742,0.00905253226331172,-65.3040212776101,-9.40351294874698
"Bmem",-16.196770545101,15.5045131957604,-1.04464876391797,0.297386332429915,-46.7612018150719,14.3676607248699
"Bnv",-25.9360076237396,16.477848966389,-1.573992313963,0.116994565261048,-58.4191998305012,6.54718458302211
